SellerID,SellerName,SellerContact,EmailId,SellerType
c1fcfd70-85f5-461a-bbc1-25aab8cd1843,Darlene Hughes,9304759307,Darlene@gmail.com,Individual
39ea29f4-50f4-4776-b7bf-e0429dde6a60,Derrick Andrade,8485720773,Derrick@gmail.com,Bank
72579cf0-3a3c-48f0-974f-cfc845450908,Kristen Smith,8986608890,Kristen@gmail.com,Individual
03e524f7-bc58-4438-b5ab-df3604a808f9,Lisa Buchanan,9141448469,Lisa@gmail.com,Individual
902f6d9c-5974-478d-9c94-b1744f32ad63,Tara Garcia MD,9342238199,Tara Garcia@gmail.com,Bank
7ff7fb40-891a-4233-bbcc-7701d7206dd3,Dustin White,8583737960,Dustin@gmail.com,Bank
0fcad6ba-9fe8-4424-95cc-aa0b3f2aa4a1,Taylor Houston,9402339343,Taylor@gmail.com,Builder
ea8e7a06-b283-402f-a2eb-190df7d48533,Michele Reed,8010597295,Michele@gmail.com,Bank
5e2d6e9d-ebee-411c-817c-dac8118a952b,Ruben Moore,8234732893,Ruben@gmail.com,Individual
3de76c43-fd9f-4fe4-a9ee-595a3d05b6b1,Christopher Romero,9605710433,Christopher@gmail.com,Bank
5d6377e9-4e39-4f91-a2f7-f4157dc02aff,Angela Robinson,8958748244,Angela@gmail.com,Builder
4ac27661-c700-45b8-a9e4-569f183b098f,James Oconnor,9219705300,James@gmail.com,Builder
77aeb940-fb8d-4807-a518-f6598f14db03,Carol Gaines,8681444704,Carol@gmail.com,Builder
50c64fab-5c41-4081-8ff8-92e59a129fe2,Patricia Hull,9643868837,Patricia@gmail.com,Bank
d5f9b069-f178-4a79-bc90-062992721992,Tammy Jackson,9980719683,Tammy@gmail.com,Individual
e933819c-3b07-4a67-ae7b-e142e76b3073,Andrew Bauer,8681156249,Andrew@gmail.com,Individual
3a6e5cc5-9f92-4f68-b2ec-32902684b86e,Dominique Chang,8562252641,Dominique@gmail.com,Builder
974e5f38-636f-46f5-9e23-af2c7fef7990,Louis Gibbs MD,8861886173,Louis Gibbs@gmail.com,Individual
7e4dc61b-3ea0-4ddc-8114-62e1b100dbb5,Austin Jackson,9046561676,Austin@gmail.com,Builder
98f3e3df-0719-4cee-bbd6-24fd76603100,Jose Huang,9227361134,Jose@gmail.com,Bank
78efe728-e3b8-4ce0-932f-f17702f593ff,Tammy Sullivan,9699312869,Tammy@gmail.com,Builder
66170fd2-c375-45e8-9e36-0efd3cdb5d58,Mr. Robert Harvey,9229167892,Mr. Robert@gmail.com,Individual
5c782207-f7a7-4c37-a035-e907ea99099c,Pamela Juarez,9088929075,Pamela@gmail.com,Individual
3a65da8b-3edd-4da9-bef2-6360068c5193,Mathew Bowman,8128174978,Mathew@gmail.com,Individual
9dc46a3b-e5b7-49d9-a07b-ef258ed59a40,Kimberly Woods,9019726008,Kimberly@gmail.com,Individual
466af52f-d27c-44b5-b013-85a877aea356,Russell Gomez,8747875856,Russell@gmail.com,Individual
0435a1c3-34ab-4829-8362-08a2c58e9bc7,Warren Perez,9148839362,Warren@gmail.com,Individual
f75aad4a-3664-4c41-972c-f7f41cd2b86f,Shannon Schwartz,8625160931,Shannon@gmail.com,Bank
1de67221-d356-4b0a-8647-15505a7fc64e,Jeffrey Smith,9223479843,Jeffrey@gmail.com,Builder
e34037f9-21aa-4e6e-8efe-cef7f08f57c9,Alexander Gonzalez,8669265635,Alexander@gmail.com,Individual
3edbb059-5d6c-4413-9cdb-89d6313f1f02,Steven Livingston,8360084477,Steven@gmail.com,Bank
153573ab-dd2d-42aa-9834-5c4fc4945521,Kathryn Atkins,8458058492,Kathryn@gmail.com,Builder
fd89c2d1-ee33-4775-b25c-dd92c782904a,Jonathan Figueroa,9945983945,Jonathan@gmail.com,Builder
70af9a98-8fcc-4f76-9f9d-467d85f9980c,Eric Holmes,9441676610,Eric@gmail.com,Bank
5127ff88-2160-4d7f-805b-dbbb03155d06,Michael Johnson,8664176441,Michael@gmail.com,Bank
f4aeaf8b-7318-41ad-81df-e3cf068a8e5d,Stephen Bell,8474590386,Stephen@gmail.com,Individual
3e154313-716a-41e1-8a03-8de9bad3c797,Monica Moore,8502546251,Monica@gmail.com,Builder
0e4e6aa2-7984-45f4-ba3f-c485f1f9c42b,Margaret Lee,9724332581,Margaret@gmail.com,Bank
f2024a56-f3cd-44c7-a11f-b924fd0211f3,Michele Nelson,8295876946,Michele@gmail.com,Bank
c0817381-bb32-44a6-9447-acb69c88a466,Katherine Vazquez,8715484501,Katherine@gmail.com,Individual
0e282e60-7b6b-49cb-bfaf-ddf3afb9a302,Ann Kent,8382145358,Ann@gmail.com,Individual
c9a5b06c-84d6-422d-bf10-f0511e810538,Robert Johnson,8040982580,Robert@gmail.com,Builder
bd0e5def-9064-4b78-87c0-2afa0bbc5079,Candice Young,9232009302,Candice@gmail.com,Individual
53097c10-4322-4620-bbe3-f54025c22672,Gina Moreno,8624998517,Gina@gmail.com,Builder
3adb189d-344f-4368-aa65-98e89dc82fa6,Amy Taylor,9294777393,Amy@gmail.com,Individual
f1f7096a-6a24-4bf2-9397-6f2c31965ed3,Andrew Reynolds,9478843302,Andrew@gmail.com,Builder
1126351f-f4aa-4eea-a199-13ef29e052ac,Mr. Daniel Spence,9455112628,Mr. Daniel@gmail.com,Bank
571314be-0549-4dd8-896d-b10d8775bd51,Amy Gonzalez,8162877739,Amy@gmail.com,Individual
903291d8-2094-43f0-ad14-f51af44b6cea,Elizabeth Turner,9142055104,Elizabeth@gmail.com,Individual
3f46097b-90e1-47aa-aa96-9171a7548c12,Virginia Gillespie,9066319527,Virginia@gmail.com,Bank
f1af9fdf-37cc-4c1c-8285-20c6357eb4c3,Samuel Ford,8859939713,Samuel@gmail.com,Bank
1dc7c94d-74d1-42a2-b2e1-0a8d54c361b3,Marcus Hooper,8359920591,Marcus@gmail.com,Bank
79897754-3e9c-4f98-9f6d-cbf1260080df,Jacqueline Williams,8059040627,Jacqueline@gmail.com,Bank
cd0a9b88-71e1-4233-9d39-6c293cd1913c,Megan Wilson,9632058056,Megan@gmail.com,Individual
95a65ca5-587e-4d31-a5c9-3aac771bac00,Margaret Lawson,9412467706,Margaret@gmail.com,Builder
c2aa9bb8-ca88-42ff-9219-9c6e777c61aa,Bridget Moore,9291837929,Bridget@gmail.com,Bank
e401af4f-4f0c-4c24-a6b1-1b6ccc973ec7,Christopher Crawford,8561291415,Christopher@gmail.com,Individual
